type,question_number,question,option_A,option_B,option_C,option_D,correct_answer
multiple_choice,1,"Ifunplannedinvestmentispositive, firmswill________productionandoutputwill ________.",cắt; lên,cắt; rớt,tăng; lên,tăng; rớt,B
multiple_choice,2,"Ifunplannedđầu tư tiêu cực, firmswill________productionandoutputwill ________.",cắt; lên,cắt; rớt,tăng; lên,tăng; rớt,C
multiple_choice,3,"Trong khuôn khổ Keynes, miễn là đầu ra nằm dưới mức cân bằng, inventoryinvestmentwillremain________andfirmswillcontinueto________production ngoài kế hoạch.",Âm tính; hạ,Âm tính; nâng,Dương tính; hạ,Dương tính; nâng,B
multiple_choice,5,"IntheKeynesianframework, aslongasoutputis________theequilibriumlevel, inventoryinvestmentwillremain________andfirmswillcontinuetolowerproduction không có kế hoạch.",dưới; Âm tính,trên; Âm tính,dưới; Dương tính,trên; Dương tính,D
multiple_choice,6,"IntheKeynesianframework, aslongasoutputis________theequilibriumlevel, inventoryinvestmentwillremainpositiveandfirmswillcontinueto________production không có kế hoạch.",dưới; hạ,trên; hạ,dưới; nâng,trên; nâng,B
multiple_choice,7,"Trong khuôn khổ Keynes, miễn là đầu ra nằm trên mức cân bằng, inventoryinvestmentwillremain________andfirmswillcontinueto________production ngoài kế hoạch.",Âm tính; hạ,Âm tính; nâng,Dương tính; hạ,Dương tính; nâng,C
multiple_choice,9,"Trong khuôn khổ Keynesian, miễn là đầu ra nằm dưới mức cân bằng, đầu tư hàng tồn kho ngoài kế hoạch sẽ vẫn âm, firmswillcontinueto________production và outputwillcontinueto________.",hạ; rớt,hạ; lên,nâng; rớt,nâng; lên,D
multiple_choice,10,"Trong khuôn khổ Keynes, aslongasoutputis________theequilibriumlevel, inventoryinvestmentwillremain________ ngoài kế hoạch, các công ty sẽ tiếp tục tăng sản xuất và sản lượng sẽ tiếp tục tăng.",dưới; Âm tính,trên; Âm tính,dưới; Dương tính,trên; Dương tính,A
multiple_choice,11,"Trong khuôn khổ Keynes, aslongasoutputis________theequilibriumlevel, inventoryinvestmentwillremain________ ngoài kế hoạch, các công ty sẽ tiếp tục giảm sản xuất và sản lượng sẽ tiếp tục giảm.",dưới; Âm tính,trên; Âm tính,dưới; Dương tính,trên; Dương tính,D
multiple_choice,13,Giảm hàng tồn kho không có kế hoạchđầu tư cho toàn bộ nền kinh tế bằng mức dư thừa,outputoveraggregatecung.,outputoveraggregatedemand.,tổng hợp cung cấp quá mức.,tổng hợp nhu cầu vượt trội.,D
multiple_choice,14,"Ifaggregatedemandis lessthan thelevelofaggregateoutput, then________inventory investmentwillbe________.",Kế hoạch; Dương tính,thực tế; Dương tính,thực tế; Âm tính,Kế hoạch; Âm tính,B
multiple_choice,15,"Ifaggregatedemandsshortofcurrentoutput, businessfirmswill________productionto ________inventories.",cắt; Giữ từ tích lũy,mở rộng; Giữ từ tích lũy,cắt; Xây dựng,mở rộng; Xây dựng,A
multiple_choice,16,"Ifaggregateddemandislessthan actualoutput, unplannedinventory________willcause outputto________.",Tích lũy; lên,cạn kiệt; rớt,cạn kiệt; lên,Tích lũy; rớt,D
multiple_choice,18,"Đầu ra thực tế là đầu ra cân bằng lớn hơn, firmswill________outputtokeepfrom ________inventories.",tăng; Tích lũy,tăng; Suy yếu,giảm; Suy yếu,giảm; Tích lũy,D
multiple_choice,19,"Khi mức đầu tư hàng tồn kho không có kế hoạch bằng không, nền kinh tế là",mất cân bằng.,không nhượng bộ.,mất cân bằng.,quá nóng.,C
multiple_choice,20,"Ifaggregatedemandequalsoutput,",nền kinh tế là sự suy thoái.,đầu rasẽtăng.,outputwillfall.,nền kinh tế đạt được mức cân bằng.,D
multiple_choice,21,"Sử dụng thông tin trong Tình huống 21-1, nếu tổng hợp đầu ra bằng $ 10,000, thì đầu tư hàng tồn kho không có kế hoạchbằng",-1000,-100,0,100,D
multiple_choice,22,"Sử dụng thông tin trong Tình huống 21-1, nếu tổng sản lượng bằng $ 8,000, đầu tư hàng tồn kho ngoài kế hoạch bằng",-100,0,100,500,A
multiple_choice,23,"Sử dụng thông tin trong Tình huống 21-1, mức cân bằng của đầu ra tổng hợp là",900,8000,9000,10000,C
multiple_choice,24,"Sử dụng thông tincontainedinSituation21-1, nếu tiêu thụ tự trị tăng 100 đô la, sau đó cân bằng tổng hợp đầu ra sẽ thay đổi bởi",-1000,-100,100,1000,D
multiple_choice,26,Keynes tin rằng những thay đổitrong tự chủ chi tiêu bị chi phối bởi những thay đổi trong,chi tiêu tiêu dùng.,chi tiêu tiêu dùng tự trị.,chi tiêu đầu tư.,thuế. E) không có ở trên.,C
multiple_choice,27,"Keynes tin rằng những thay đổi trong tự chủ chi tiêu bị chi phối bởi fluctuationsin________ không ổn định, bị ảnh hưởng bởi cảm xúclàn sóng lạc quan và bi quan — các yếu tố được gọi là ""linh hồn động vật"".",Chi tiêu đầu tư ngoài kế hoạch,Chi tiêu đầu tư thực tế,Kế hoạch đầu tư chi tiêu,chi tiêu tiêu dùng tự trị,C
multiple_choice,28,"Trong khuôn khổ đơn giản Keynesian, suy giảm trong kế hoạch đầu tưchi tiêutạo ra tỷ lệ thất nghiệp cao có thể được bù đắp bằng cách tăng lương",thuế.,chi tiêu của chính phủ.,sự tự tin của người tiêu dùng.,kinh doanh tự tin.,B
multiple_choice,30,Ataxcutban đầu,tăngchi tiêu chi tiêu byanamountgreatterterthecắt giảm thuế.,tăngtiêu dùngchi tiêubyanamountequaltothetaxcut.,tăng tiêu dùngchi tiêusố tiền ít hơn giá trị của việc cắt giảm thuế.,hasnoeffectonchi tiêu tiêu dùng. E) giảm chi tiêu tiêu dùng ít hơn giá trị của việc cắt giảm thuế.,C
multiple_choice,31,"Giả định cân bằng đầy đủ việc làm cho một nền kinh tế được đặc trưng bởi mô hình Keynesian đơn giản.Nếu chính phủ tăng vốn loại bỏ thâm hụt ngân sách, thì",tỷ lệ thất nghiệp sẽ tăng.,Mức độ tổng hợp đầu ra sẽ tăng.,Mức giá sẽ tăng.,tỷ lệ lãi suất sẽ giảm.,A
multiple_choice,32,"Sử dụng thông tin trong tình huống21-2, nếu chi tiêu của chính phủ tăng 100 đô la, thì cân bằng tổng hợp đầu ra sẽ thay đổi bởi",-1000,-100,100,1000,D
multiple_choice,33,"Sử dụng thông tin trong Tình huống 21-2, nếu thuế tăng 10 đô la, thì tổng hợp cân bằng đầu ra sẽ thay đổi bởi",-90,-10,10,90,A
multiple_choice,34,"Sử dụng thông tin trong tình huống21-2, nếu chính phủ tăng chi tiêu của họ lên $ 50 và tăng thuế ròng bằng 50, sau đó cân bằng tổng sản lượng sẽ thay đổi bởi",-100,-50,50,100,C
multiple_choice,35,"Nền kinh tế khép kín, tổng cầu là tổng số","chi tiêu tiêu dùng, chi tiêu đầu tư thực tế và chi tiêu của chính phủ.","chi tiêu tiêu dùng, chi tiêu đầu tư theo kế hoạch, và chi tiêu của chính phủ.","chi tiêu tiêu dùng, chi tiêu đầu tư thực tế, chi tiêu chính phủ, và xuất khẩu ròng.","chi tiêu tiêu dùng, chi tiêu đầu tư theo kế hoạch, chi tiêu chính phủ, và xuất khẩu ròng.",B
multiple_choice,37,"Nếu xuất khẩu tăng 100 và số lượng tăng 0,75, cân bằng tổng sản lượng tăng theo",100,250,400,750,C
multiple_choice,38,"Nếu xuất khẩu tăng 250 và sản phẩmpcis0,75, cân bằng tổng sản lượng tăng lên",250,500,750,1000,D
multiple_choice,39,"Nếu xuất ròng giảm250 và số lượng pcis0,75, cân bằng tổng hợp đầu ra",tăng1.000.,increasesby750.,giảm bởi750.,giảm 1.000.,D
multiple_choice,40,"Aggregateoutputis________relatedtoautonomousconsumerexpenditure, và là ________relatedtoplannedinvestmentspending.",Tiêu cực; Tiêu cực,Tiêu cực; Tích cực,Tích cực; Tiêu cực,Tích cực; Tích cực,D
multiple_choice,42,Tổng hợp đầu ra tăngdbyadecreasein,tiêu thụ tự trị.,chi tiêu của chính phủ.,đầu tư theo kế hoạch.,nettax.,D
multiple_choice,43,Đầu ra cân bằng là giảm byanincreasein,đầu tư theo kế hoạch.,thuế.,chi tiêu của chính phủ.,NetExports.,B
multiple_choice,1,"Nếu lãi suất giảm, những thứ khác bình đẳng, chi tiêu đầu tư sẽ",rớt.,lên.,"tăng, giảm, hoặc không thay đổi.",không bị ảnh hưởng.,B
multiple_choice,2,Khi lãi suất tăng,đầu tư theo kế hoạch.,kế hoạch đầu tư.,kế hoạch đầu tư sẽ không bị ảnh hưởng.,cân bằngthu nhậptăng.,A
multiple_choice,3,"Whentheinterestrateis________,________investmentsinphysicalcapitalwillearnmore hơn chi phí của tiền vay,soplannedinvestmentspendingis________.",cao; ít; cao,cao; ít; thấp,thấp; ít; cao,thấp; nhiều; thấp E) cao; nhiều; cao,B
multiple_choice,4,"Khi lãi suất tăng ở Hoa Kỳ (với mức giá cố định), giá trị của đồng đô la ________,domesticgoodsbecome________expensive,andnetexports________.",Falls; kém; rớt,Falls; nhiều hơn; lên,Tăng; nhiều hơn; rớt,Tăng; kém; rớt,C
multiple_choice,6,Antăng lãi suất,"Tăng giá trị của đồng đô la, xuất khẩu ròng, và đầu ra cân bằng.","tăng giá trị của đồng đô la, giảm xuất khẩu ròng và cân bằng đầu ra.","Giảm giá trị của đồng đô la, xuất khẩu ròng, và đầu ra cân bằng.","Giảm giá trị của đồng đô la, tăng xuất khẩu ròng và đầu ra cân bằng.",B
multiple_choice,7,Giảm lãi suất,"Tăng giá trị của đồng đô la, xuất khẩu ròng, và đầu ra cân bằng.","tăng giá trị của đồng đô la, giảm xuất khẩu ròng và cân bằng đầu ra.","Giảm giá trị của đồng đô la, xuất khẩu ròng, và đầu ra cân bằng.","Giảm giá trị của đồng đô la, tăng xuất khẩu ròng và đầu ra cân bằng.",D
multiple_choice,8,Mối quan hệ tiêu cực giữa các khoản đầu tư chi tiêu và lãi suất là những gì mang lại ________curveits________slope.,LÀ; Lên,LÀ; Xuống,LM; đi xuống,LM;hướng lên,B
multiple_choice,9,PointsontheIScurvesatisfy________marketequilibrium.,tiền,hàng hoá,cổ phiếu,bông,B
multiple_choice,11,The________describespointsforwhichthegoodsmarketisinequilibrium.,Đường cong LM,Đường cong IScurve,Chức năng tiêu thụ,Lịch trình đầu tư,B
multiple_choice,12,"Mọi thứ khác được giữ hằng số, nếu đầu ra tổng hợp là bên phải của đường cong IS, thì có anexcess________ofgoodswhichwillcauseaggregateoutputto________.",cung; rớt,cung; lên,cầu; rớt,cầu; lên,A
multiple_choice,13,"Mọi thứ khác được giữ hằng số, nếu đầu ra tổng hợp là bên trái của đường cong IS, thì có anexcess________ofgoodswhichwillcauseaggregateoutputto________.",cung; rớt,cung; lên,cầu; rớt,cầu; lên,D
multiple_choice,15,"Mọi thứ khác không đổi, ifaggregateoutputistothe________oftheIScurve, rồi thereisanexcessdemandofgoodswhichwillcauseaggregateoutputto________.",Bên phải; rớt,Bên phải; lên,Bên trái; rớt,Bên trái; lên,D
multiple_choice,16,"Mọi thứ khác không đổi, ifaggregateoutputistothe________oftheIScurve, rồi thereisanexcess________ofgoodswhichwillcauseaggregateoutputtofall.",Bên phải; cung,Bên phải; cầu,Bên trái; cung,Bên trái; cầu,A
multiple_choice,17,"Mọi thứ khác không đổi, ifaggregateoutputistothe________oftheIScurve, rồi thereisanexcess________ofgoodswhichwillcauseaggregateoutputtorise.",Bên phải; cung,Bên phải; cầu,Bên trái; cung,Bên trái; cầu,D
multiple_choice,1,"Những thứ khácbình đẳng, adecreaseinautonomousconsumptionshiftsthe________curvetothe ________.",LÀ; Bên phải,LÀ; Bên trái,LM;trái,LM; phải,B
multiple_choice,2,"Trong sơ đồ chéo Keynesian, adeclineinautonomousconsumerexpenditurecausesthe aggregatedemandfunctiontoshift________andtheequilibriumlevelofaggregateoutputto ________, mọi thứ khác được giữ hằng số.",lên; lên,lên; rớt,xuống; lên,xuống; rớt,D
multiple_choice,3,"Trong sơ đồ chéo Keynesian, anincreaseinautonomousconsumerexpenditurecauses the aggregatedemandfunctiontoshift________andtheequilibriumlevelofaggregateoutputto ________, mọi thứ khác được giữ hằng số.",lên; lên,lên; rớt,xuống; lên,xuống; rớt,A
multiple_choice,5,"Trong sơ đồ chéo Keynes, sự suy giảm chi tiêu tiêu dùng tự trị gây ra aggregatedemandfunctiontoshift________, mức cân bằng của tổng hợp đầu ra rơi andtheIScurvetoshifttothe________, mọi thứ khác được giữ hằng số.",lên; Bên trái,lên; Bên phải,xuống; Bên trái,xuống; Bên phải,C
multiple_choice,6,"Trong sơ đồ chéo Keynesian, adeclineinautonomousconsumerexpenditurecausesthe tổng cầu chức năng để dịch chuyển, theequilibriumlevelofaggregateoutputto________, andtheIScurvetoshifttothe________, mọi thứ khác được giữ hằng số.",lên; Bên trái,lên; Bên phải,rớt; Bên trái,rớt; Bên phải,C
multiple_choice,7,"Trong sơ đồ chéo Keynesian, anincreaseinautonomousconsumerexpenditurecausesthe tổng hợp nhu cầu chức năng để shiftup, theequilibriumlevelofaggregateoutputto________, andtheIScurvetoshifttothe________, mọi thứ khác được giữ hằng số.",lên; Bên trái,lên; Bên phải,rớt; Bên trái,rớt; Bên phải,B
multiple_choice,9,"Giảm chi tiêu tiêu dùng tự trịnguyên nhânmức cân bằng của tổng hợp outputto________atanygiveninterestrateandshiftsthe________curvetothe________, mọi thứ khác không đổi.",lên; LM; phải,trỗi dậy; Bên phải,ngã;IS; Bên trái,rớt; LM;trái,C
multiple_choice,10,"Mọi thứ khác không đổi, thay đổi trong lãi suất ảnh hưởng đến kế hoạch chi tiêu đầu tư và do đó mức cân bằng của sản lượng, nhưng điều này thay đổi trong chi tiêu đầu tư",chỉ đơn thuần là nguyên nhân của chuyển động dọc theo đường cong và không thay đổi.,bị chen chúc bởi thuế cao hơn.,là đông đúc bởi chi tiêu của chính phủ cao hơn.,bị đông đúc bởi chi tiêu tiêu dùng thấp hơn.,A
multiple_choice,11,"Ariseinautonomousplannedđầu tưchi tiêunguyên nhânmức cân bằng của tổng outputto________andshiftsthe________curvetothe________, mọi thứ khác được giữ không đổi.",lên; LM; phải,trỗi dậy; Bên phải,ngã;IS; Bên trái,rớt; LM;trái,B
multiple_choice,13,"Trong sơ đồ chéo Keynesian, giảm đầu tư chi tiêu bởi vì các công ty trở nên bi quan hơn về khả năng đầu tư lợi nhuậnnguyên nhânchức năng tổng hợp nhu cầu để shift________andtheequilibriumlevelofaggregateoutputto________, mọi thứ khác không đổi.",lên; lên,lên; rớt,xuống; lên,xuống; rớt,D
multiple_choice,14,"Trong sơ đồ chéo Keynesian, tăng đầu tư chi tiêu bởi vì các công ty trở nên lạc quan hơn về đầu tư khả năng sinh lờinguyên nhân tổng hợp nhu cầu chức năng shift________andtheequilibriumlevelofaggregateoutputto________, mọi thứ khác không đổi.",lên; lên,lên; rớt,xuống; lên,xuống; rớt,A
multiple_choice,15,"Trong sơ đồ chéo Keynesian, tăng đầu tư chi tiêu bởi vì các công ty trở nên lạc quan hơn về đầu tư khả năng sinh lờinguyên nhânchức năng tổng hợp nhu cầu để shift________, mức cân bằng của tổng hợp đầu ra tăng lên, và IScurve để chuyển sang ________, mọi thứ khác được giữ không đổi.",lên; Bên trái,lên; Bên phải,xuống; Bên trái,xuống; Bên phải,B
multiple_choice,17,"Trong sơ đồ chéo Keynesian, giảm đầu tư chi tiêu bởi vì các công ty trở nên bi quan hơn về khả năng sinh lời đầu tư, nguyên nhântổng cầuchức năng để chuyển xuống, theequilibriumlevelofaggregateoutputto________, và IScurvetoshiftto the ________, mọi thứ khác được giữ không đổi.",lên; Bên trái,lên; Bên phải,rớt; Bên trái,rớt; Bên phải,C
multiple_choice,18,"Trong sơ đồ chéo Keynes, tăng đầu tư chi tiêu bởi vì các công ty trở nên lạc quan hơn về khả năng đầu tư lợi nhuậnnguyên nhânchức năng nhu cầu tổng hợp để dịch chuyển, theequilibriumlevelofaggregateoutputto________ và IScurvetoshift sang ________, mọi thứ khác không đổi.",lên; Bên trái,lên; Bên phải,rớt; Bên trái,rớt; Bên phải,B
multiple_choice,19,"Giảm chi tiêu theo kế hoạch tự chủ, những thứ khác bình đẳng, thay đổi ________curvetothe________.",LÀ; Bên phải,LÀ; Bên trái,LM;trái,LM; phải,B
multiple_choice,21,"Giảm chi tiêu của chính phủ nguyên nhânmức cân bằng của tổng sản lượng thành ________atanygiveninterestrateandshiftsthe________curvetothe________, mọi thứ khác được giữ không đổi.",lên; LM; phải,ngã;IS; Bên trái,rớt; LM;trái,trỗi dậy; Bên phải,B
multiple_choice,22,TheIScurveshiftstotheleftkhi nào,thuếtăng.,chi tiêu chính phủtăng.,cungtiềntăng.,tự trị có kế hoạch đầu tưchi tiêutăng.,A
multiple_choice,23,"Adeclineintaxes________consumerexpenditureandshiftsthe________curvetothe ________, mọi thứ khác không đổi.",Tăng; LM; phải,thấp hơn;IS; Bên trái,tăng;IS; Bên phải,Giảm; LM;trái,C
multiple_choice,25,"Ataxcut________disposableincome, ________consumptionexpenditure, và dịch chuyển IScurvetothe________, mọi thứ khác được giữ không đổi.",Tăng; Tăng; Bên phải,Tăng; Giảm; Bên phải,Giảm; Tăng; Bên trái,Giảm; Giảm; Bên trái,A
multiple_choice,26,"Nếusinh viên đại học người Mỹquyết định rằng uốngbia bia được ủ ở Mexico được chú ý, xuất khẩu ròng sẽ có xu hướng rơi xuống, causingaggregatedemandto________andthe________ đường cong để chuyển sang trái, mọi thứ khác được giữ không đổi.",rớt; LM,ngã;IS,lên; LM,trỗi dậy;IS,B
multiple_choice,27,"Nếucác chuyên gia kinh doanh trẻ ở Mỹđột nhiên quyết định rằng lái xe ô tô do Đức sản xuất là một trạng thái quan trọngbiểu tượng, netexportswilltendto________causingaggregatedemandto ________, mọi thứ khác được giữ không đổi.",rớt; rớt,rớt; lên,lên; rớt,lên; lên,A
multiple_choice,29,AnautonomousappreciationoftheU.S.dollarmakesAmericangoods________expensive relativetoforeigngoodswhich________netexportsintheU,kém; Giảm,kém; Tăng,nhiều hơn; Giảm,nhiều hơn; Tăng,C
multiple_choice,30,"Ashiftintastestowardforeigngoods________netexportsintheU.S.andcausesthe quantityofaggregateoutputdemandedto________intheU.S., mọi thứ khác được giữ không đổi.",Giảm; lên,Giảm; rớt,Tăng; lên,Tăng; rớt,B
multiple_choice,31,"Mọi thứ khác không đổi, thay đổi hương vị của Hoa Kỳ sang hàng hóa Mexico sẽ ________netexportsintheU và nguyên nhân là số lượng tổng sản lượng được yêu cầu cho ________inMexico.",giảm; lên,giảm; rớt,tăng; lên,tăng; rớt,A
multiple_choice,33,"Mọi thứ khác không đổi, thay đổi hương vị của Hoa Kỳ đối với hàng hóa Mỹ sẽ ________netexportsintheU và nguyên nhân là số lượng tổng sản lượng được yêu cầu cho ________inMexico.",giảm; lên,giảm; rớt,tăng; lên,tăng; rớt,D
multiple_choice,34,"AshiftintastestowardAmericangoods________netexportsintheU.S.andcausestheIS curvetoshifttothe________intheU.S.,everythingelseheldconstant.",Giảm; Bên phải,Giảm; Bên trái,Tăng; Bên phải,Tăng; Bên trái,C
multiple_choice,35,"Ashiftintastestowardforeigngoods________netexportsintheU.S.andcausestheIS curvetoshifttothe________intheU.S., mọi thứ khác không đổi.",Giảm; Bên phải,Giảm; Bên trái,Tăng; Bên phải,Tăng; Bên trái,B
multiple_choice,37,"Đánh giá cao của đồng đô la Mỹ tạo ra hàng hóa nước ngoàischeaperrelativetoAmericangoods, resultingina________innetexportsintheU.S.anda________shiftoftheIScurveinthe U.S.,mọi thứ khác không đổi.",rớt; sang trái,lên; sang trái,rớt; sang phải,lên; sang phải,A
multiple_choice,38,Đường cong nào sau đây không dịch chuyển?,tăng tiêu dùng tự trị,tăng chi tiêu của chính phủ,asuy giảmchi tiêu của chính phủ,AfallintheLãi suất,D
multiple_choice,1,"Bởi vì giá chậm trong ngắn hạn, khi Cục Dự trữ Liên bang hạ lãi suất quỹ liên bang",lãi suất danh nghĩa tăng.,lãi suất thực giảm.,lạm phát giảm.,lãi suất thực tăng.,B
multiple_choice,1,Đường cong chính sách tiền tệ (MP) cho biết mối quan hệ giữa,Lãi suất quỹ liên bang và lãi suất thực.,Lãi suất Quỹ Liên bang và tỷ lệ lạm phát.,tỷ lệ lạm phát và tỷ lệ lạm phát dự kiến.,lãi suất thực tế mà ngân hàng trung ương đặt ra và tỷ lệ lạm phát.,D
multiple_choice,2,Độ dốc lên của đường cong MP cho thấy rằng,Ngân hàng trung ương hạ lãi suất thực khi lạm phát tăng.,Ngân hàng trung ương tăng lãi suất thực khi lạm phát giảm.,Ngân hàng trung ương tăng lãi suất danh nghĩa khi lạm phát tăng.,Ngân hàng trung ương tăng lãi suất thực khi lạm phát tăng.,D
multiple_choice,3,Nguyên tắc Taylor nói rằng các ngân hàng trung ương tăng lãi suất danh nghĩa ________ hơn bất kỳ sự gia tăng lạm phát dự kiến nào để lãi suất thực ________ khi lạm phát tăng.,kém; lên,nhiều hơn; rớt,kém; rớt,nhiều hơn; lên,D
multiple_choice,5,Thắt chặt chính sách tiền tệ tự chủ,gây ra một chuyển động đi lên dọc theo đường cong chính sách tiền tệ.,gây ra xu hướng giảm dọc theo đường cong chính sách tiền tệ.,dịch chuyển đường cong chính sách tiền tệ lên trên.,dịch chuyển đường cong chính sách tiền tệ đi xuống.,C
multiple_choice,6,Nới lỏng chính sách tiền tệ tự chủ,gây ra một chuyển động đi lên dọc theo đường cong chính sách tiền tệ.,gây ra xu hướng giảm dọc theo đường cong chính sách tiền tệ.,dịch chuyển đường cong chính sách tiền tệ lên trên.,dịch chuyển đường cong chính sách tiền tệ đi xuống.,D
multiple_choice,7,"Dựa trên Nguyên tắc Taylor, phản ứng nội sinh của ngân hàng trung ương là tăng lãi suất khi lạm phát tăng",gây ra một chuyển động đi lên dọc theo đường cong chính sách tiền tệ.,gây ra xu hướng giảm dọc theo đường cong chính sách tiền tệ.,dịch chuyển đường cong chính sách tiền tệ lên trên.,dịch chuyển đường cong chính sách tiền tệ đi xuống.,A
multiple_choice,9,"Áp lực lạm phát đã khiến FOMC tăng lãi suất quỹ liên bang thêm 1/4 điểm phần trăm vào tháng 6 năm 2004, và với cùng một số tiền trong mỗi cuộc họp FOMC tiếp theo cho đến tháng 6 năm 2006. Hành động này",gây ra một chuyển động đi lên dọc theo đường cong chính sách tiền tệ.,gây ra một xu hướng giảm dọc theo đường cong chính sách tiền tệ.,dịch chuyển đường cong chính sách tiền tệ đi lên.,dịch chuyển đường cong chính sách tiền tệ đi xuống.,A
multiple_choice,10,Các hành động chính sách của Fed là phản ứng với lạm phát cao hơn bằng cách tăng lãi suất thực trong giai đoạn 2004-2006 và 2015-2019 là,chuyển động đi lên dọc theo đường cong chính sách tiền tệ.,chuyển động đi xuống dọc theo đường cong chính sách tiền tệ.,sự dịch chuyển đi lên của đường cong chính sách tiền tệ.,sự dịch chuyển đi xuống của đường cong chính sách tiền tệ.,A
multiple_choice,11,"Khi cuộc khủng hoảng tài chính bắt đầu vào tháng 8 năm 2007, lạm phát đang gia tăng và Fed bắt đầu nới lỏng mạnh mẽ việc hạ lãi suất quỹ liên bang, điều này cho thấy rằng",Fed theo đuổi việc thắt chặt chính sách tiền tệ tự chủ.,Fed theo đuổi chính sách nới lỏng tiền tệ tự chủ.,Fed đã có phản ứng tiêu cực tự động đối với lạm phát dựa trên quy tắc Taylor.,Fed đã có phản ứng tích cực tự động đối với lạm phát dựa trên quy tắc Taylor.,B
multiple_choice,13,"Khi cuộc khủng hoảng tài chính bắt đầu vào tháng 8 năm 2007, lạm phát đang gia tăng và Fed bắt đầu nới lỏng mạnh mẽ việc hạ lãi suất quỹ liên bang, điều này cho thấy rằng",Đã có một chuyển động đi lên dọc theo đường cong chính sách tiền tệ.,Đã có một chuyển động giảm dọc theo đường cong chính sách tiền tệ.,Đường cong chính sách tiền tệ dịch chuyển đi lên.,Đường cong chính sách tiền tệ dịch chuyển đi xuống.,D
multiple_choice,14,"Với tỷ lệ thất nghiệp thấp và tỷ lệ lạm phát gần mức mục tiêu, khi cuộc khủng hoảng coronavirus lần đầu tiên bắt đầu, Fed đã quyết định giảm lãi suất quỹ liên bang, điều này cho thấy rằng",Đã có một chuyển động đi lên dọc theo đường cong chính sách tiền tệ.,Đã có một chuyển động giảm dọc theo đường cong chính sách tiền tệ.,Đường cong chính sách tiền tệ dịch chuyển đi lên.,Đường cong chính sách tiền tệ dịch chuyển đi xuống.,D
multiple_choice,1,"Khi suy ra đường cầu tổng hợp, tỷ lệ lạm phát ________ dẫn đến việc ngân hàng trung ương ________ lãi suất thực, do đó ________ mức tổng sản lượng cân bằng.",trên; nâng; Giảm,hạ; nâng; Giảm,trên; hạ; Giảm,trên; hạ; Nuôi,A
multiple_choice,2,"Đường cầu tổng hợp đang dốc xuống vì tỷ lệ lạm phát cao hơn khiến ngân hàng trung ương tăng lãi suất ________, do đó ________ mức cân bằng tổng sản lượng., mọi thứ khác không đổi.",thực; Giảm,thực; Nuôi,danh nghĩa; Giảm,danh nghĩa; Nuôi,A
multiple_choice,3,"Đường cầu tổng hợp đang dốc xuống vì tỷ lệ lạm phát cao hơn khiến ngân hàng trung ương ________ lãi suất thực, do đó ________ mức cân bằng tổng sản lượng., mọi thứ khác không đổi.",nâng; Giảm,nâng; Nuôi,giảm; Giảm,giảm; Nuôi,A
multiple_choice,4,"Mọi thứ khác không đổi, sự gia tăng chi tiêu của chính phủ sẽ gây ra",tổng cầu tăng.,tổng cầu giảm.,số lượng tổng cầu tăng lên.,số lượng tổng cầu giảm.,A
