type,question_number,question,option_A,option_B,option_C,option_D,correct_answer
multiple_choice,6,"Mọi thứ khác được giữ không đổi, một sự thắt chặt tự chủ của chính sách tiền tệ sẽ gây ra",số lượng tổng cầu tăng lên.,số lượng tổng cầu giảm.,tổng cầu tăng.,tổng cầu giảm.,D
multiple_choice,7,"Mọi thứ khác được giữ không đổi, một chính sách tiền tệ nới lỏng tự chủ sẽ gây ra",tổng cầu tăng.,tổng cầu giảm.,số lượng tổng cầu tăng lên.,số lượng tổng cầu giảm.,A
multiple_choice,8,"Mọi thứ khác không đổi, sự gia tăng chi tiêu của người tiêu dùng tự chủ sẽ khiến đường cong IS chuyển sang ________ và tổng cầu sẽ ________.",Bên phải; tăng,Bên phải; giảm,Bên trái; tăng,Bên trái; giảm,A
multiple_choice,9,"Mọi thứ khác không đổi, việc giảm chi tiêu tiêu dùng tự trị sẽ khiến đường cong IS chuyển sang ________ và tổng cầu sẽ ________.",Bên phải; tăng,Bên phải; giảm,Bên trái; tăng,Bên trái; giảm,D
multiple_choice,11,"Mọi thứ khác không đổi, việc giảm chi tiêu đầu tư theo kế hoạch tự động sẽ khiến đường cong IS chuyển sang ________ và tổng cầu sẽ ________.",Bên phải; tăng,Bên phải; giảm,Bên trái; tăng,Bên trái; giảm,D
multiple_choice,12,"Mọi thứ khác không đổi, thuế ròng giảm sẽ khiến đường cong IS chuyển sang ________ và tổng cầu sẽ ________.",Bên phải; tăng,Bên phải; giảm,Bên trái; tăng,Bên trái; giảm,A
multiple_choice,13,"Mọi thứ khác không đổi, việc tăng thuế ròng sẽ khiến đường cong IS chuyển sang ________ và tổng cầu sẽ ________.",Bên phải; tăng,Bên phải; giảm,Bên trái; tăng,Bên trái; giảm,D
multiple_choice,15,"Mọi thứ khác không đổi, sự mất giá của đồng nội tệ sẽ khiến đường cong IS chuyển sang ________ và tổng cầu sẽ ________.",Bên phải; tăng,Bên phải; giảm,Bên trái; tăng,Bên trái; giảm,A
multiple_choice,16,"Mọi thứ khác không đổi, việc giảm chi tiêu của chính phủ sẽ khiến đường cong IS chuyển sang ________ và tổng cầu sẽ ________.",Bên phải; tăng,Bên phải; giảm,Bên trái; tăng,Bên trái; giảm,D
multiple_choice,1,"Tổng sản lượng (thực tếGDP) có thể được chia thành hai thành phần: xu hướng dài hạn, isreferredtoas________andfluctuationsaroundthistrend, whichisreferredtoas________.",tiềm năng; chu kỳ kinh doanh,chu kỳ kinh doanh; Tiềm năngđầu ra,chu kỳ kinh doanh; khoảng cách đầu ra,tiềm năng; Lạm phát,A
multiple_choice,2,"Trong quý thứ hai của năm 2020, tổng sản lượng của Hoa Kỳ thấp hơn 10% sản lượng tiềm năng, cho thấy rằng khoảng cách đầu ra",-10%.,10%.,#NAME?,10%×GDP.,A
multiple_choice,3,"Trong quý II năm 2020, GDP thực tế là 17,282 nghìn tỷ đô la, trong khi GDP tiềm năng là 19,204 nghìn tỷ đô la. Tính toán cho khoảng cách đầu ra cho quý đó là",-10%.,10%.,-1.922 nghìn tỷ USD.,1.922 nghìn tỷ USD.,A
multiple_choice,4,Suy thoái 2007-2009 gây ra bởi cuộc khủng hoảng tài chính toàn cầu,Đại suy thoái.,Đại suy thoái.,Điều độ tuyệt vời.,Covid-19Suy thoái,A
multiple_choice,6,Lạm phát ưu tiênđo lường củaCục Dự trữ Liên bang là,PCExì hơi.,Chỉ số giảm phát CPI.,GDPgiảm phát.,PPIxì hơi.,A
multiple_choice,1,"________isthetotalquantityofgoodsandservicesthathouseholds, doanh nghiệp, chính phủ và người nước ngoài muốn mua (nhu cầu) ở bất kỳ tỷ lệ lạm phát nhất định nào trong một khoảng thời gian cụ thể.",Đường cong nhu cầu tổng hợp,Tổng hợpquantitydemanded,Đường cong Phillips,Theaggregateexpenditurehàm,B
multiple_choice,2,Tổng hợpsố lượng yêu cầu chủ nghĩa thành phần của các bộ phận:,"chi tiêu tiêu dùng, chi tiêu đầu tư theo kế hoạch, mua sắm của chính phủ, và xuất khẩu ròng.","chi tiêu tiêu dùng, chi tiêu đầu tư thực tế, mua sắm của chính phủ, và xuất khẩu mạng.","chi tiêu tiêu dùng, chi tiêu đầu tư theo kế hoạch, mua sắm của chính phủ, và tổng xuất khẩu.","chi tiêu tiêu dùng, chi tiêu đầu tư theo kế hoạch, mua sắm của chính phủ và thuế.",A
multiple_choice,4,"Bằng cách nhìntagtổng hợpsố lượngđược yêu cầuviaitsthành phầncác bộ phận, chúng tôi có thể kết luận rằng tổng hợpđường cong nhu cầu dốc xuống vì",Alowerlạm pháttỷ lệ nguyên nhânsantăngtổng hợp sản lượng yêu cầu.,Alowerlạm pháttỷ lệ nguyên nhânsasuy giảmtổng hợp sản lượng yêu cầu.,Acao hơnlạm phátratecausestherealinterestratetofall.,acao hơnlạm pháttỷ lệ kích thíchkế hoạch đầu tưchi tiêu.,A
multiple_choice,5,"Cái nào sau đây không đúng về từ ""tự trị"" đó là nhà kinh tế?",Thay đổi trong các thành phần tự trị được liên kết với chuyển độngsalongacurve.,Thay đổi trong các thành phần tự trị được liên kết với shiftsofacurve.,Thành phần tự trị của một biến đổi sinh dục.,Thành phần tự trị của một biến độc lập với các biến khác trong mô hình.,A
multiple_choice,6,"Cái nào sau đây không đúng về từ ""tự trị"" đó là nhà kinh tế?",Thay đổi trong các thành phần tự trị được liên kết với shiftsofacurve.,Thành phần tự trị của một biến đổi sinh dục.,Thành phần tự trị của một biến độc lập với các biến khác trong mô hình.,Thành phần tự trị của một biến được gây ra bởi các biến khác trong mô hình.,D
multiple_choice,8,"Mọi thứ khác không đổi, anautonomousmonetarypolicytightening________aggregate ________.",Tăng; cầu,Giảm; cầu,Giảm; cung,Tăng; cung,B
multiple_choice,9,"Mọi thứ khác không đổi, khi xích mích tài chính tăng, có chi phí đi vay ________sothatplannedinvestmentspending________atanygiveninflationrate.",Tăng; Falls,Giảm; Falls,Giảm; Tăng,Tăng; Tăng,A
multiple_choice,10,"Mọi thứ khác không đổi, anincreaseinfinancialfrictions________aggregate ________.",Tăng; cầu,Giảm; cầu,Giảm; cung,Tăng; cung,B
multiple_choice,12,"Mọi thứ khác không đổi, adecreaseingovernmentspending________aggregate ________.",Tăng; cầu,Giảm; cầu,Giảm; cung,Tăng; cung,B
multiple_choice,13,"Mọi thứ khác không đổi, adecreaseinnettaxes________aggregate________.",Tăng; cầu,Giảm; cầu,Giảm; cung,Tăng; cung,A
multiple_choice,14,"Mọi thứ khác không đổi, anincreaseinnettaxes________aggregate________.",Tăng; cầu,Giảm; cầu,Giảm; cung,Tăng; cung,B
multiple_choice,15,"Mọi thứ khác không đổi, ngân sách cân bằngtăng chi tiêu của chính phủ (nghĩa là, sự gia tăng trong chi tiêu của chính phủ phù hợp với số tiền tăng thuế ròng) sẽ","tăngtổng cầu, nhưngnotbyasmuchasifjustchính phủchi tiêutăng.",tăngtổng hợp nhu cầubymorethanifjustchính phủchi tiêutăng.,notaffectaggregatedemand.,giảmtổng cầu.,A
multiple_choice,17,"Mọi thứ khác không đổi, adecreaseinnetexports________aggregate________.",Tăng; cầu,Giảm; cầu,Giảm; cung,Tăng; cung,B
multiple_choice,18,"Mọi thứ khác không đổi, anincreaseinplannedinvestmentexpenditure________ aggregate________.",Tăng; cầu,Giảm; cầu,Giảm; cung,Tăng; cung,A
multiple_choice,19,"Mọi thứ khác không đổi, adecreaseinplannedinvestmentexpenditure________ aggregate________.",Tăng; cầu,Giảm; cầu,Giảm; cung,Tăng; cung,B
multiple_choice,20,"Mọi thứ khác không đổi, tổng cầutăng khi",cắt thuế.,chi tiêu của chính phủgiảm.,Linh hồn động vậtgiảm.,cung tiền giảm.,A
multiple_choice,22,"Mọi thứ khác được giữ hằng số, điều nào sau đây KHÔNG gây ra nhu cầu tổng hợp để tăng?",anincreaseinnetxuất khẩu,tăng chi tiêu của chính phủ,anincreaseintaxes,tăng cườngsự lạc quan của người tiêu dùng,C
multiple_choice,1,Đường cong cung tổng hợp cho thấy mối quan hệ giữa,ThelevelofInputsandAggregateOutput.,Tỷ lệ lạm phát và mức đầu vào.,mức lương và mức độ việc làm.,Tỷ lệ lạm phát và mức đầu ra tổng hợp được cung cấp.,D
multiple_choice,2,Tỷ lệ thất nghiệp kéo dài đến nền kinh tế luôn hấp dẫn,tỷ lệ thất nghiệp bình thường.,tỷ lệ thất nghiệp tự nhiên.,trung lập thất nghiệp.,lạm pháttỷ lệ thất nghiệp.,B
multiple_choice,3,Đường cong cung cấp tổng hợp chạy dài,averticallinethroughthenon-inflationaryrateofoutput.,averticallinethông qua mức hiện tại của đầu ra.,Averticallinethông qua mức tự nhiên của đầu ra.,ahorizontallinethông qua mức hiện tại của đầu ra.,C
multiple_choice,4,Đường cong cung cấp tổng hợp chạy dài đường thẳng đứng đi qua,tỷ lệ tự nhiên của đầu ra.,mức giá tỷ lệ tự nhiên.,Tỷ lệ thực tế của thất nghiệp.,Tỷ lệ lạm phát kỳ vọng.,A
multiple_choice,5,Đường cong cung tổng hợp chạy ngắn hạn dựa trên ba yếu tố thúc đẩy lạm phát:,"kỳ vọng về lạm phát, khoảng cách đầu ra, và lạm phátc.","tiêu dùng, đầu tư theo kế hoạch và chi tiêu của chính phủ.","tổng hợp đầu ra, tiềm năng đầu ra và đầu ra.","Lãi suất danh nghĩa, Lãi suất thực, và lạm phát dự kiến.",A
multiple_choice,7,Lạm pháttăngkhi,dự kiếnlạm phátthấp hơn.,đầu ragapiscao hơn.,âm lạm phátcsốc nền kinh tế.,đầu ra tiềm năng cao hơn.,B
multiple_choice,8,Lạm pháttăngkhi,dự kiếnlạm phátthấp hơn.,đầu ragapislower.,tích cựclạm phát gây sốc cho nền kinh tế.,đầu ra tiềm năng cao hơn.,C
multiple_choice,9,________flexiblewagesandpricesimplythattheshort-runaggregatesupplylà ________.,Nhiều hơn; nịnh,Kém; dốc hơn,Kém; thẳng đứng,Nhiều hơn; dốc hơn,D
multiple_choice,1,Thelong-runaggregatecungcurveshiftstotheright khi có,giảm tổng số vốn trong nền kinh tế.,giảm tổng số lao động cung cấp cho nền kinh tế.,adecreaseinthecông nghệ có sẵn.,sự suy giảm trong tỷ lệ thất nghiệp tự nhiên.,D
multiple_choice,3,The-runaggregatecungcurveshiftstotheright khi nào,outputgapiscao hơn.,outputgapislower hơn.,Dự kiếnlạm phát cao hơn.,dự kiếnlạm phátthấp hơn.,D
multiple_choice,4,Cái nào sau đây KHÔNG dịch chuyển đường cong cung tổng hợp chạy ngắn?,nguồn cung cú sốc,PersistentPositiveOutputGap,Thay đổiLạm phát dự kiến,anincreaseinoutputgap,D
multiple_choice,1,"InanAD/ASdiagramwithanaggregateoutputindex,anaggregateoutputindexof90 đại diện cho khoảng cách đầu ra",-10%.,10%.,90%.,0%.,A
multiple_choice,2,"InanAD/ASdiagramwithanaggregateoutputindex,anaggregateoutputindexof110 đại diện cho khoảng cách đầu ra",-10%.,10%.,110%.,0%.,B
multiple_choice,3,"InanAD / ASdiagramwithanaggregateoutputindex, khi đầu ra cân bằng ngắn hạn ban đầu cao hơn đầu ra tiềm năng, thepositiveoutputgapdriveswages________andtheaggregate supplycurveshifts________.",lên; lên,xuống; xuống,lên; xuống,xuống; lên,A
multiple_choice,5,Thực tế là một nền kinh tế luôn quay trở lại mức tỷ lệ tự nhiên của đầu ra được biết đến,theexcessdemandhypothegiả thuyết.,cơ chế điều chỉnh giá.,cơ chế tự sửa chữa.,Tỷ lệ thất nghiệp tự nhiên.,C
multiple_choice,1,"Giả sử nền kinh tế đang sản xuất ở tốc độ tự nhiên của sản lượng.Anincreaseinconsumer và businessconfidencewillcause________inrealGDPintheshortrunand________ininflation trong shortrun, mọi thứ khác không đổi.",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,A
multiple_choice,2,"Giả sử nền kinh tế đang sản xuất ở tốc độ tự nhiên của sản lượng.Anincreaseinconsumer và businessconfidencewillcause________inrealGDPinthelongrunand________ininflation trong dài hạn, mọi thứ khác không đổi.",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,C
multiple_choice,4,"Giả sử nền kinh tế đang sản xuất theo tỷ lệ tự nhiên của sản lượng.Giảm tiêu dùng và businessconfidencewillcause________inrealGDPinthelongrunand________ininflation trong dài hạn, mọi thứ khác không đổi.",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,D
multiple_choice,5,"Giả sử nền kinh tế đang sản xuất theo tỷ lệ tự nhiên của sản lượng.Thị trường mở cửa mua bondsbytheFedwillcause________inrealGDPthetheshortrunand________ininflationin shortrun, mọi thứ khác không đổi.",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,A
multiple_choice,6,"Giả sử nền kinh tế đang sản xuất theo tỷ lệ tự nhiên của sản lượng.Thị trường mở cửa mua bondsbytheFedwillcause________inrealGDPinthelongrunand________ininflationin dài hạn, mọi thứ khác không đổi.",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,C
multiple_choice,8,"Giả sử nền kinh tế đang sản xuất ở tốc độ tự nhiên của sản lượng. Thị trường Anopenaleoftrái phiếu bytheFedwillcause________inrealGDPinthelongrunand________ininflationinthe dài hạn, mọi thứ khác không đổi.",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,D
multiple_choice,9,"Giả sử nền kinh tế Hoa Kỳ đang sản xuất theo tỷ lệ tự nhiên của sản lượng.Thiếu hụt U.S.dollarwillcause________inrealGDPintheshortrunand________ininflationinthe shortshorter, mọi thứ khác không đổi. (Giả định nguyên nhân mất giá không ảnh hưởng đến phía cung cấp của nền kinh tế.)",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,A
multiple_choice,10,"Giả sử nền kinh tế Hoa Kỳ đang sản xuất theo tỷ lệ tự nhiên của sản lượng.Khấu hao của U.S.dollarwillcause________inrealGDPintheshortrunand________ininflationinthe dài hạn, mọi thứ khác không đổi. (Giả định nguyên nhân mất giá không ảnh hưởng đến phía cung cấp của nền kinh tế.)",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,A
multiple_choice,12,"Giả sử nền kinh tế Hoa Kỳ đang sản xuất ở tốc độ tự nhiên của sản lượng. Đánh giá cao U.S.dollarwillcause________inrealGDPintheshortrunand________ininflationinthe dài hạn, mọi thứ khác không đổi. (Giả sử sự đánh giá cao nguyên nhân không ảnh hưởng đến phía cung cấp của nền kinh tế.)",tăng cường; tăng,giảm; Giảm,không thay đổi; tăng,không thay đổi; Giảm,B
multiple_choice,13,"Giả sử nền kinh tế đang sản xuất dưới tỷ lệ tự nhiên của sản lượng và chính phủ đang bị thâm hụt ngân sách lớn. Để giải quyết vấn đề thâm hụt, giả sử chính phủ thực hiện hành động chính sách để giảm kích thước của các khoản thâm hụt. Thispolicyactionwillcause________in theunemploymentrateintheshortrunand________ininflationintheshortrun, mọi thứ khác không đổi.",tăng cường; tăng,giảm; Giảm,giảm; tăng,tăng cường; Giảm,D
multiple_choice,14,"Giả sử nền kinh tế Hoa Kỳ isoperatingat tiềm năng đầu ra.Cú sốc nguồn cung tiêu cực đó là accommodatedbyanopenmarketpurchasebytheFederalReservewillcause________inreal GDPinthelongrunand________ininflationinthelongrun, mọi thứ khác không đổi.",không thay đổi; tăng,không thay đổi; Giảm,tăng cường; tăng,giảm; Giảm,A
multiple_choice,16,Cựu Chủ tịch FedVolcker'sautonomoussiết chặt chính sách tiền tệ trong những năm 1980 gây ra một economic________andledtoa________ininflation.,Suy thoái; từ chối,Mở rộng; từ chối,Suy thoái; lên,Mở rộng; lên,A
multiple_choice,1,"Mọi thứ khác không đổi, anincreaseinthecostofproduction________aggregate ________.",Tăng; cầu,Giảm; cầu,Tăng; cung,Giảm; cung,D
multiple_choice,2,"Mọi thứ khác không đổi, adecreaseinthecostofproduction________aggregate ________.",Tăng; cầu,Giảm; cầu,Tăng; cung,Giảm; cung,C
multiple_choice,3,"Mọi thứ khác không đổi, whenoutputis________thenaturalratelevel, tiền lương sẽ beginto________, tăng nguồn cung tổng hợp chạy ngắn.",trên; rớt,trên; lên,dưới; rớt,dưới; lên,C
multiple_choice,4,"Mọi thứ khác không đổi, whenoutputis________thenaturalratelevel, tiền lương sẽ beginto________, giảm tổng cung ngắn.",trên; rớt,trên; lên,dưới; rớt,dưới; lên,B
multiple_choice,6,Giảm tính sẵn có của nguyên liệu thô làm tăng mức giá được gọi là ________shock,Nhu cầu tiêu cực,Nhu cầu tích cực,Tiêu cựcCung cấp,Cung cấp tích cực,C
multiple_choice,7,Anegativesupplyshockcauses________to________.,tổng cầu; tăng,tổng cầu; giảm,nguồn cung tổng hợp chạy ngắn; giảm,nguồn cung tổng hợp chạy ngắn; tăng,C
multiple_choice,8,Apositivesupplyshockcauses________to________.,tổng cầu; tăng,tổng cầu; giảm,nguồn cung tổng hợp chạy ngắn; giảm,nguồn cung tổng hợp chạy ngắn; tăng,D
multiple_choice,10,"Theo phân tích tổng hợp nhu cầu và cung cấp, sau đó các cú sốc cung cấp từ năm 1973-1975 và 1978-1980 có ảnh hưởng của","tăngtổng sản lượng, giảm tỷ lệ thất nghiệp, và tăng lạm phát.","giảmtổng sản lượng, tăng thất nghiệp, và tăng lạm phát.","tăngtổng sản lượng, tăng thất nghiệp, và tăng lạm phát.","giảm tổng sản lượng, tăng thất nghiệp, và giảm lạm phát.",B
multiple_choice,1,"Theo phân tích tổng cầu và cung, giá dầu tăng cùng với cuộc khủng hoảng tài chính toàn cầu trong năm 2007-2008causedtheunemploymentrateto________andthelevelof realaggregateoutputto________.",tăng; tăng,tăng; giảm,giảm; tăng,giảm; giảm,B
multiple_choice,2,"Giá của barrelofoild tăng gấp đôi giữa năm 2007 và giữa năm 2008.Tomakematters tồi tệ hơn, khủng hoảng tài chính đến nền kinh tế Hoa Kỳ bắt đầu vào tháng 8 năm 2007.Cái nào sau đây là mô tả thích hợp về cơ chế sẽ xảy ra?",Sự gia tăng giá dầu sẽ ngay lập tức dịch chuyển đường cong sang bên phải.,Khủng hoảng tài chính sẽ dẫn đến sự giảm chi tiêu sắc nétdịch chuyển đường cong AD sang phải.,"Sự thay đổi trong cả hai ADandtheAScurve sẽ không xảy ra trong ngắn hạn, miễn là không có tác động sốc nào đến sản lượng tiềm năng, cuối cùng thất nghiệp sẽ không bị ảnh hưởng trong dài hạn.",Tất cả những điều trên. E) Không có điều gì ở trên.,C
multiple_choice,3,"Trong dài hạn, sau sự kết hợp của cú sốc nhu cầu tiêu cực và cú sốc nguồn cung tiêu cực,",cả lạm phát và đầu ra trở lại các giá trị cân bằng dài hạn ban đầu.,"lạm phát tăng vĩnh viễn, trong khi đầu ratrở lại tiềm năng.","đầu ratrở lại tiềm năngđầu ra, trong khi lạm phát có thể cao hơn hoặc thấp hơn giá trị ban đầu của nó.","lạm phát giảm vĩnh viễn, trong khi đầu ra trở lại tiềm năng. E) Không có điều gì ở trên.",D
multiple_choice,5,"Suy thoái Covid-19 đã được kích hoạt bởi các đợt phong tỏa bắt đầu vào tháng 3 năm 2020, gây ra productiontoshutdownandthe________curvetoshifttothe________. Sau đóphong tỏa đã giảm chi tiêu hộ gia đình và doanh nghiệp, causingthe________curvetoshifttothe________.",nguồn cung tổng hợp chạy ngắn; Bên trái; tổng cầu; Bên trái,nguồn cung tổng hợp chạy ngắn; Bên phải; tổng cầu; Bên trái,tổng cầu; Bên phải; nguồn cung tổng hợp chạy ngắn; Bên trái,tổng cầu; Bên trái; nguồn cung tổng hợp chạy ngắn; Bên phải,A
multiple_choice,1,"ThePhillipscurveindicatesthatwhenthelabormarketis________, chi phí sản xuất sẽ ________andaggregatesupplyincreases.",dễ; lên,dễ; rớt,chặt chẽ; rớt,chặt chẽ; lên,B
multiple_choice,2,"ThePhillipscurveindicatesthatwhenthelabormarketis________, chi phí sản xuất sẽ ________andaggregatesupplydecreases.",dễ; lên,dễ; rớt,chặt chẽ; rớt,chặt chẽ; lên,D
multiple_choice,1,"Anautonomousmonetarypolicyeasingtemporarily________realinterestratesand ________aggregateoutputintheshortrun, nhưng trong dài hạnlãi suất thực tế và tổng sản lượng trở lại mức cân bằng.",Giảm; Tăng,Giảm; Giảm,Tăng; Giảm,Tăng; Tăng,A
multiple_choice,2,Không tự chủchính sách tiền tệnới lỏnggiảm thực tếlãi suất và gây ratổng hợp ________andtheinflationraterises________ đầu ra.,Tạm thời; Vĩnh viễn,Vĩnh viễn; Tạm thời,Vĩnh viễn; Vĩnh viễn,Tạm thời; Tạm thời,A
multiple_choice,3,chính sách tiền tệcơ quan có thể ảnh hưởng đến lãi suất thực tế,"intheshortrun, nhưng notinthelongrun.","inthelongrun, nhưngnotintheshortrun.",Vĩnh viễn.,cả longrunandtheshortrun.,A
multiple_choice,5,Positivespendingshocksleadto________output________.,trên; cả ngắn và dài,trên; trong shortrunbutnotinthelongrun,hạ; cả ngắn và dài,hạ; trong shortrunbutnotinthelongrun,B
multiple_choice,6,Positivespendingshocksleadto________inflation________.,trên; cả ngắn và dài,trên; trong shortrunbutnotinthelongrun,hạ; cả ngắn và dài,hạ; trong shortrunbutnotinthelongrun,A
multiple_choice,7,Atemporarysupplycú sốclàm tăng giásẽcausetherealinterestrateto,tăng cả ngắn và dài.,riseintheshortrunbutnotinthelongrun.,fallintheshortruns và longruns.,fallintheshortrunbutnotinthelongrun.,B
multiple_choice,8,Nguồn cung tạm thờigây sốc làm tăng giá,sẽ có lãi suất tăng trong dài hạn.,không có tác động dài hạn đến lạm phát và đầu ra.,nguyên nhân đầu ra để giảm trong thời gian dài.,nguyên nhân lạm phát tăng trong dài hạn.,B
multiple_choice,10,Apermanentnegativesupplyshockleadsto________output________.,trên; cả ngắn và dài,trên; trong shortrunbutnotinthelongrun,hạ; cả ngắn và dài,hạ; trong shortrunbutnotinthelongrun,C
multiple_choice,11,Apermanentnegativesupplyshockleadsto________inflation________.,trên; cả ngắn và dài,trên; trong shortrunbutnotinthelongrun,hạ; cả ngắn và dài,hạ; trong shortrunbutnotinthelongrun,A
multiple_choice,12,"Anautonomousmonetarypolicyeasing________realinterestratesand________outputin shortrun,thereby________stockprices.",Tăng; Giảm; Giảm,Tăng; Tăng; Nuôi,Giảm; Tăng; Nuôi,Giảm; Tăng; Giảm,C
multiple_choice,13,"Apositivespendingshock________realinterestratesand________outputintheshortrun, therebyitseffectonstockpricesis________.",Tăng; Giảm; Dương tính,Tăng; Tăng; mơ hồ,Giảm; Tăng; Âm tính,Giảm; Tăng; Dương tính,B
multiple_choice,15,Apermanentnegativesupplyshockcausesstockpricesto________thantheywouldifthe cung cấp là tạm thời.,Fallmore,không rơi,tăng thêm,không tăng,A
multiple_choice,1,"Các nhà hoạch định chính sách tiền tệ sẵn sàng tăng lãi suất khi đối mặt với lạm phát, the________the ADcurve andthe________responsiveequilibriumoutputistotheinflation lãi suất.",dốc hơn; nhiều hơn,dốc hơn; kém,nịnh; nhiều hơn,nịnh; kém,A
multiple_choice,2,"Anautonomouseasingofmonetarypolicyresultsina________levelofequilibriumoutput, shiftingtheaggregatedemandcurvetothe________.",trên; Bên phải,hạ; Bên phải,trên; Bên trái,hạ; Bên trái,A
multiple_choice,4,Trong trạng thái cân bằng dài hạn,đầu ra là chức năng của chi tiêu tự trị.,lạm phát là chức năng của lạm phát past.,lạm phátbằngđầu ra tiềm năng.,outputequalpotentialoutput.,D
multiple_choice,1,Các nhà hoạch định chính sách không thể đạt được cả sự ổn định giá cả và hoạt động kinh tế khi đối mặt,nguồn cung.,cú sốc chính sách tiền tệ.,nhu cầu.,tất cả những điều trên.,A
multiple_choice,2,Đại dịch coronavirus bắt đầu vào tháng 3 năm 2020 gây ra cả chi tiêu tiêu dùng và kinh doanh,dịch chuyển đường cầu tổng hợp sang phải.,đã dịch chuyển đường cầu tổng hợp sang trái.,dịch chuyển đường cong cung tổng hợp sang phải.,dịch chuyển đường cung tổng hợp sang trái.,B
multiple_choice,7,"Khi nền kinh tế chịu một cú sốc nguồn cung âm, chính sách tiền tệ tự chủ của ngân hàng trung ương theo lạm phát mục tiêutỷ lệ lạm phát dẫn đến",hoạt động kinh tế ổn định hơn.,một độ lệch lớn về đầu ra so với tiềm năng của nó.,sự trùng hợp thiêng liêng.,cả B và C.,B
multiple_choice,8,"Khi nền kinh tế chịu một cú sốc nguồn cung tiêu cực và các nhà hoạch định chính sách tiền tệ cố gắng ổn định hoạt động kinh tế trong ngắn hạn, thì",đường cầu tổng hợp dịch chuyển sang phải.,sản lượng sẽ có tiềm năng của nó.,tỷ lệ lạm phát sẽ cao hơn.,tất cả những điều trên. E) cả A và B.,D
multiple_choice,1,Những người không hoạt động của các chính sách tin rằng,Tiền lương và giá cả rất linh hoạt.,cơ chế tự sửa rất nhanh.,hành động của chính phủ là không cần thiết.,tất cả những điều trên.,D
multiple_choice,2,Các nhà hoạt động của các chính sách tin rằng,Cơ chế tự điều chỉnh thông qua tiền lương và điều chỉnh giá rất chậm.,tiền lương và giá cả dính.,Chính phủ cần theo đuổi chính sách tích cực để loại bỏ tỷ lệ thất nghiệp cao khi nó phát triển.,tất cả những điều trên.,D
multiple_choice,3,"Nếu tổng sản lượng thấp hơn mức tỷ lệ tự nhiên, các nhà hoạt động chính sách sẽ khuyến nghị chính phủ",không quan tâm.,Cố gắng loại bỏ tỷ lệ thất nghiệp cao bằng cách cố gắng dịch chuyển đường cung tổng hợp sang bên phải.,cố gắng loại bỏ tỷ lệ thất nghiệp cao bằng cách cố gắng dịch chuyển đường cầu tổng hợp sang bên phải.,Cố gắng loại bỏ tỷ lệ thất nghiệp cao bằng cách cố gắng chuyển đường cầu tổng hợp sang trái.,C
